invoice_id,created_on,invoiceitem_id,invoiceitem_name,type,unit_price,total_price,percentage_in_invoice,is_expired
307923,2019-04-20,127738,ii_127738,Material,106,424,0.31268436578171094,False
308237,2019-05-29,124546,ii_124546,Equipment,170,850,0.13923013923013924,False
308237,2019-05-29,140995,ii_140995,Other,121,726,0.11891891891891893,False
308237,2019-05-29,146118,ii_146118,Service,154,462,0.07567567567567568,False
308237,2019-05-29,148625,ii_148625,Material,185,370,0.06060606060606061,False
308237,2019-05-29,157553,ii_157553,Other,179,537,0.08796068796068796,False
308237,2019-05-29,167536,ii_167536,Equipment,198,1386,0.22702702702702704,False
308237,2019-05-29,186670,ii_186670,Other,181,1086,0.17788697788697788,False
308237,2019-05-29,196020,ii_196020,Material,172,688,0.1126945126945127,False
308939,2019-05-18,118810,ii_118810,Service,178,1424,0.43734643734643736,False
308939,2019-05-18,138755,ii_138755,Material,142,852,0.2616707616707617,False
308939,2019-05-18,147011,ii_147011,Other,196,980,0.300982800982801,False
309022,2019-04-18,105792,ii_105792,Other,106,742,0.18159569260890845,False
309022,2019-04-18,109859,ii_109859,Service,117,936,0.2290748898678414,False
309022,2019-04-18,123298,ii_123298,Service,189,756,0.18502202643171806,False
309022,2019-04-18,131338,ii_131338,Equipment,197,197,0.048213411649535,False
309022,2019-04-18,161511,ii_161511,Equipment,102,204,0.049926578560939794,False
309022,2019-04-18,171220,ii_171220,Other,136,816,0.19970631424375918,False
309022,2019-04-18,197972,ii_197972,Other,145,435,0.10646108663729809,False
311671,2019-05-30,112399,ii_112399,Material,121,968,0.2996904024767802,False
311671,2019-05-30,124880,ii_124880,Material,115,230,0.07120743034055728,False
311671,2019-05-30,142190,ii_142190,Material,188,752,0.23281733746130032,False
311671,2019-05-30,162139,ii_162139,Other,115,0,0.0,False
311671,2019-05-30,167564,ii_167564,Equipment,155,620,0.19195046439628483,False
311671,2019-05-30,184702,ii_184702,Other,165,660,0.2043343653250774,False
313012,2019-08-27,101173,ii_101173,Other,117,0,0.0,True
313012,2019-08-27,195549,ii_195549,Material,119,595,1.0,True
315942,2019-08-10,122308,ii_122308,Equipment,143,715,0.3416149068322981,False
315942,2019-08-10,145808,ii_145808,Service,156,780,0.37267080745341613,False
315942,2019-08-10,188151,ii_188151,Material,124,248,0.11849020544672718,False
315942,2019-08-10,197156,ii_197156,Equipment,175,350,0.16722408026755853,False
315960,2019-09-27,100883,ii_100883,Service,187,1122,0.21412213740458017,True
315960,2019-09-27,103202,ii_103202,Equipment,113,678,0.12938931297709924,True
315960,2019-09-27,104513,ii_104513,Equipment,165,1320,0.25190839694656486,True
315960,2019-09-27,117240,ii_117240,Other,139,417,0.07958015267175572,True
315960,2019-09-27,128573,ii_128573,Equipment,119,476,0.09083969465648854,True
315960,2019-09-27,172757,ii_172757,Service,155,310,0.05916030534351145,True
315960,2019-09-27,194744,ii_194744,Material,131,917,0.175,True
316710,2019-05-25,135307,ii_135307,Other,149,1192,0.6850574712643678,False
316710,2019-05-25,182123,ii_182123,Equipment,137,548,0.31494252873563217,False
319405,2019-03-27,108059,ii_108059,Service,118,708,0.5299401197604791,True
319405,2019-03-27,141009,ii_141009,Material,161,161,0.12050898203592815,True
319405,2019-03-27,171459,ii_171459,Other,187,187,0.13997005988023953,True
319405,2019-03-27,195216,ii_195216,Service,140,280,0.20958083832335328,True
321243,2019-05-26,124775,ii_124775,Other,134,134,0.06132723112128147,False
321243,2019-05-26,141626,ii_141626,Service,144,288,0.13180778032036614,False
321243,2019-05-26,155124,ii_155124,Service,127,381,0.17437070938215102,False
321243,2019-05-26,175528,ii_175528,Equipment,169,507,0.2320366132723112,False
321243,2019-05-26,184165,ii_184165,Service,175,875,0.40045766590389015,False
322229,2019-07-27,101063,ii_101063,Other,149,298,0.06952869808679421,True
322229,2019-07-27,113336,ii_113336,Material,121,363,0.08469435370975269,True
322229,2019-07-27,130624,ii_130624,Material,167,167,0.038964069062062526,True
322229,2019-07-27,145514,ii_145514,Material,191,191,0.04456369575361643,True
322229,2019-07-27,153568,ii_153568,Equipment,127,1016,0.23705086327578162,True
322229,2019-07-27,155936,ii_155936,Equipment,171,855,0.19948670088660755,True
322229,2019-07-27,178642,ii_178642,Service,126,1008,0.23518432104526366,True
322229,2019-07-27,178996,ii_178996,Service,194,388,0.09052729818012133,True
323231,2019-07-19,129005,ii_129005,Material,132,528,0.5866666666666667,True
323231,2019-07-19,143643,ii_143643,Equipment,198,198,0.22,True
323231,2019-07-19,198810,ii_198810,Material,174,174,0.19333333333333333,True
324751,2019-02-27,129989,ii_129989,Service,117,702,0.5282167042889391,False
324751,2019-02-27,157890,ii_157890,Material,160,480,0.3611738148984199,False
324751,2019-02-27,165882,ii_165882,Material,147,147,0.11060948081264109,False
325063,2019-01-23,129180,ii_129180,Material,164,492,0.27363737486095663,True
325063,2019-01-23,168501,ii_168501,Other,130,650,0.3615127919911012,True
325063,2019-01-23,190265,ii_190265,Equipment,164,656,0.36484983314794217,True
325156,2019-06-25,109190,ii_109190,Service,189,1134,0.2102725755609123,True
325156,2019-06-25,119673,ii_119673,Material,130,260,0.048210643426664194,True
325156,2019-06-25,132735,ii_132735,Equipment,181,1267,0.23493417392916743,True
325156,2019-06-25,142199,ii_142199,Service,130,520,0.09642128685332839,True
325156,2019-06-25,150736,ii_150736,Equipment,138,690,0.12794363063230113,True
325156,2019-06-25,169797,ii_169797,Other,116,812,0.1505655479325051,True
325156,2019-06-25,197255,ii_197255,Service,142,710,0.13165214166512146,True
326452,2019-08-21,124339,ii_124339,Equipment,200,800,0.31645569620253167,True
326452,2019-08-21,154969,ii_154969,Other,151,302,0.1194620253164557,True
326452,2019-08-21,155752,ii_155752,Equipment,102,408,0.16139240506329114,True
326452,2019-08-21,157444,ii_157444,Service,154,154,0.06091772151898734,True
326452,2019-08-21,168281,ii_168281,Other,144,864,0.34177215189873417,True
326649,2019-02-27,170022,ii_170022,Equipment,190,1330,0.38685282140779526,True
326649,2019-02-27,170207,ii_170207,Equipment,191,1528,0.4444444444444444,True
326649,2019-02-27,177477,ii_177477,Other,116,580,0.16870273414776032,True
328581,2019-02-28,104028,ii_104028,Material,148,1036,0.2575832918945798,False
328581,2019-02-28,115532,ii_115532,Other,194,1358,0.3376429636996519,False
328581,2019-02-28,130674,ii_130674,Service,160,960,0.23868722028841372,False
328581,2019-02-28,134847,ii_134847,Other,191,382,0.09497762307309796,False
328581,2019-02-28,176102,ii_176102,Equipment,143,286,0.07110890104425659,False
330931,2019-03-20,103864,ii_103864,Service,148,888,0.19646017699115045,True
330931,2019-03-20,108965,ii_108965,Other,138,414,0.0915929203539823,True
330931,2019-03-20,163035,ii_163035,Service,123,984,0.2176991150442478,True
330931,2019-03-20,175469,ii_175469,Other,157,628,0.13893805309734514,True
330931,2019-03-20,182320,ii_182320,Service,106,318,0.07035398230088495,True
330931,2019-03-20,185413,ii_185413,Equipment,161,1288,0.2849557522123894,True
331193,2019-04-12,101279,ii_101279,Service,164,328,0.10711952971913782,True
331193,2019-04-12,105136,ii_105136,Equipment,193,579,0.18909209666884388,True
331193,2019-04-12,130940,ii_130940,Service,145,290,0.09470934030045722,True
331193,2019-04-12,160255,ii_160255,Service,169,169,0.05519268451992162,True
331193,2019-04-12,167356,ii_167356,Equipment,118,826,0.2697583278902678,True
331193,2019-04-12,195938,ii_195938,Other,129,258,0.08425865447419988,True
331193,2019-04-12,198688,ii_198688,Service,102,612,0.1998693664271718,True
331601,2019-03-26,114112,ii_114112,Material,189,1323,0.7768643570170288,False
331601,2019-03-26,139457,ii_139457,Material,190,380,0.22313564298297123,False
331902,2019-09-16,111906,ii_111906,Other,172,1204,0.20116959064327486,True
331902,2019-09-16,143905,ii_143905,Service,179,716,0.11963241436925648,True
331902,2019-09-16,154561,ii_154561,Material,144,1152,0.1924812030075188,True
331902,2019-09-16,158537,ii_158537,Other,197,1182,0.1974937343358396,True
331902,2019-09-16,170438,ii_170438,Material,183,549,0.09172932330827067,True
331902,2019-09-16,174442,ii_174442,Equipment,131,262,0.04377610693400167,True
331902,2019-09-16,198243,ii_198243,Other,115,920,0.15371762740183792,True
335226,2019-05-24,100942,ii_100942,Material,117,468,0.1473551637279597,False
335226,2019-05-24,142902,ii_142902,Other,194,1164,0.36649874055415615,False
335226,2019-05-24,165153,ii_165153,Equipment,193,1544,0.48614609571788414,False
335732,2019-08-10,134919,ii_134919,Other,158,474,0.1465224111282844,False
335732,2019-08-10,159222,ii_159222,Service,171,171,0.05285935085007728,False
335732,2019-08-10,178111,ii_178111,Other,187,1122,0.34683153013910356,False
335732,2019-08-10,189409,ii_189409,Service,194,1164,0.3598145285935085,False
335732,2019-08-10,198017,ii_198017,Service,152,304,0.09397217928902628,False
337140,2019-06-23,117794,ii_117794,Other,155,930,0.4915433403805497,True
337140,2019-06-23,131446,ii_131446,Service,196,196,0.10359408033826638,True
337140,2019-06-23,168508,ii_168508,Material,109,436,0.23044397463002114,True
337140,2019-06-23,171389,ii_171389,Material,183,183,0.096723044397463,True
337140,2019-06-23,184268,ii_184268,Other,147,147,0.0776955602536998,True
338547,2019-03-13,117018,ii_117018,Service,124,620,0.3510758776896942,True
338547,2019-03-13,138537,ii_138537,Equipment,134,804,0.4552661381653454,True
338547,2019-03-13,174862,ii_174862,Equipment,171,342,0.19365798414496035,True
340299,2019-09-22,104400,ii_104400,Material,188,1504,0.36328502415458935,True
340299,2019-09-22,106905,ii_106905,Equipment,108,540,0.13043478260869565,True
340299,2019-09-22,116922,ii_116922,Material,121,968,0.23381642512077294,True
340299,2019-09-22,128762,ii_128762,Other,141,1128,0.27246376811594203,True
340601,2019-08-16,116446,ii_116446,Service,129,903,0.36947626841243864,True
340601,2019-08-16,126267,ii_126267,Service,171,342,0.13993453355155483,True
340601,2019-08-16,144257,ii_144257,Material,148,1036,0.4238952536824877,True
340601,2019-08-16,145047,ii_145047,Material,163,163,0.06669394435351882,True
341762,2019-06-19,114990,ii_114990,Other,132,264,0.0676056338028169,False
341762,2019-06-19,126940,ii_126940,Material,166,498,0.12752880921895007,False
341762,2019-06-19,143176,ii_143176,Service,175,350,0.08962868117797695,False
341762,2019-06-19,161765,ii_161765,Service,170,1360,0.34827144686299616,False
341762,2019-06-19,167763,ii_167763,Other,150,750,0.19206145966709348,False
341762,2019-06-19,188321,ii_188321,Other,101,101,0.02586427656850192,False
341762,2019-06-19,195203,ii_195203,Material,194,582,0.14903969270166453,False
342057,2019-07-14,119152,ii_119152,Service,155,1240,0.7506053268765133,False
342057,2019-07-14,143077,ii_143077,Material,103,412,0.24939467312348668,False
343254,2019-07-12,104571,ii_104571,Other,172,516,0.1348314606741573,True
343254,2019-07-12,128915,ii_128915,Service,109,545,0.14240919780506925,True
343254,2019-07-12,134480,ii_134480,Material,127,508,0.13274105043114712,True
343254,2019-07-12,138776,ii_138776,Material,189,1134,0.2963156519466945,True
343254,2019-07-12,163211,ii_163211,Other,142,426,0.11131434544029266,True
343254,2019-07-12,177697,ii_177697,Equipment,123,246,0.06428011497256336,True
343254,2019-07-12,187069,ii_187069,Equipment,111,333,0.0870133263652992,True
343254,2019-07-12,198244,ii_198244,Equipment,119,119,0.031094852364776587,True
343695,2019-04-10,144025,ii_144025,Other,101,0,0.0,True
343695,2019-04-10,147038,ii_147038,Material,177,177,1.0,True
344265,2019-09-28,110104,ii_110104,Other,194,1552,0.2987487969201155,False
344265,2019-09-28,110235,ii_110235,Material,120,720,0.13859480269489893,False
344265,2019-09-28,114882,ii_114882,Material,180,180,0.03464870067372473,False
344265,2019-09-28,127274,ii_127274,Equipment,107,642,0.12358036573628489,False
344265,2019-09-28,131891,ii_131891,Other,112,336,0.06467757459095284,False
344265,2019-09-28,146936,ii_146936,Material,128,768,0.1478344562078922,False
344265,2019-09-28,155135,ii_155135,Other,109,436,0.08392685274302214,False
344265,2019-09-28,196026,ii_196026,Material,187,561,0.10798845043310876,False
347243,2019-05-16,115441,ii_115441,Service,122,244,0.0568234746157429,False
347243,2019-05-16,128879,ii_128879,Other,196,784,0.18258034466697717,False
347243,2019-05-16,176261,ii_176261,Material,196,980,0.22822543083372146,False
347243,2019-05-16,180620,ii_180620,Equipment,121,121,0.028178854215183978,False
347243,2019-05-16,187864,ii_187864,Equipment,195,1365,0.31788542151839777,False
347243,2019-05-16,199938,ii_199938,Other,160,800,0.18630647414997673,False
347510,2019-02-10,106048,ii_106048,Equipment,188,1316,0.2637803166967328,True
347510,2019-02-10,133899,ii_133899,Other,144,1008,0.20204449789536982,True
347510,2019-02-10,142237,ii_142237,Equipment,167,1336,0.26778913609941873,True
347510,2019-02-10,166330,ii_166330,Service,116,464,0.0930046101423131,True
347510,2019-02-10,197845,ii_197845,Service,173,865,0.17338143916616555,True
348894,2019-07-14,106227,ii_106227,Material,197,591,0.1175417661097852,True
348894,2019-07-14,109358,ii_109358,Equipment,173,1211,0.24085123309466985,True
348894,2019-07-14,135114,ii_135114,Other,175,875,0.17402545743834527,True
348894,2019-07-14,143455,ii_143455,Material,131,655,0.13027048528241847,True
348894,2019-07-14,148220,ii_148220,Service,149,1192,0.23707239459029436,True
348894,2019-07-14,149349,ii_149349,Service,106,848,0.16865552903739062,True
348894,2019-07-14,159283,ii_159283,Other,176,-528,-0.10501193317422435,True
348894,2019-07-14,188146,ii_188146,Equipment,184,184,0.03659506762132061,True
349879,2019-01-11,161820,ii_161820,Other,186,558,0.5081967213114754,True
349879,2019-01-11,170792,ii_170792,Equipment,180,540,0.4918032786885246,True
351096,2019-03-13,108171,ii_108171,Material,148,740,0.14266435319066897,True
351096,2019-03-13,121485,ii_121485,Service,158,790,0.15230383651436283,True
351096,2019-03-13,157907,ii_157907,Other,132,792,0.15268941584731058,True
351096,2019-03-13,163806,ii_163806,Equipment,172,1376,0.26527858106805474,True
351096,2019-03-13,180576,ii_180576,Service,144,432,0.08328513591671487,True
351096,2019-03-13,191572,ii_191572,Other,151,1057,0.203778677462888,True
352391,2019-01-18,104981,ii_104981,Other,141,141,0.03714436248682824,True
352391,2019-01-18,138301,ii_138301,Equipment,128,1024,0.2697576396206533,True
352391,2019-01-18,167699,ii_167699,Other,144,576,0.1517386722866175,True
352391,2019-01-18,178909,ii_178909,Other,161,161,0.04241306638566913,True
352391,2019-01-18,179050,ii_179050,Other,162,648,0.17070600632244468,True
352391,2019-01-18,193687,ii_193687,Material,166,996,0.2623814541622761,True
352391,2019-01-18,198345,ii_198345,Service,125,250,0.06585879873551106,True
352442,2019-02-25,107250,ii_107250,Equipment,116,928,0.19736282433007232,True
352442,2019-02-25,108496,ii_108496,Material,128,384,0.08166737558485751,True
352442,2019-02-25,126440,ii_126440,Service,166,996,0.21182475542322415,True
352442,2019-02-25,146726,ii_146726,Other,148,1036,0.22033177371331347,True
352442,2019-02-25,179715,ii_179715,Equipment,136,272,0.0578477243726074,True
352442,2019-02-25,195973,ii_195973,Material,181,1086,0.23096554657592513,True
356532,2019-01-14,123170,ii_123170,Other,121,121,0.035777646363098756,True
356532,2019-01-14,125803,ii_125803,Material,156,468,0.13837965700768776,True
356532,2019-01-14,157298,ii_157298,Equipment,196,784,0.2318154937906564,True
356532,2019-01-14,166980,ii_166980,Service,172,1204,0.35600236546422237,True
356532,2019-01-14,172501,ii_172501,Other,161,805,0.23802483737433472,True
356552,2019-03-21,103631,ii_103631,Material,133,798,0.43870258383727323,True
356552,2019-03-21,112495,ii_112495,Equipment,104,416,0.22869708631115998,True
356552,2019-03-21,185127,ii_185127,Material,125,125,0.06871907641561298,True
356552,2019-03-21,196977,ii_196977,Equipment,160,480,0.2638812534359538,True
356817,2019-05-14,126581,ii_126581,Equipment,115,345,0.08431085043988269,False
356817,2019-05-14,129822,ii_129822,Service,117,468,0.11436950146627566,False
356817,2019-05-14,156873,ii_156873,Equipment,166,332,0.08113391984359726,False
356817,2019-05-14,182969,ii_182969,Other,107,749,0.18304007820136853,False
356817,2019-05-14,189295,ii_189295,Service,178,890,0.21749755620723363,False
356817,2019-05-14,190522,ii_190522,Other,156,624,0.15249266862170088,False
356817,2019-05-14,192836,ii_192836,Other,171,684,0.16715542521994134,False
358095,2019-03-19,147214,ii_147214,Material,117,468,0.36619718309859156,False
358095,2019-03-19,152191,ii_152191,Equipment,135,810,0.6338028169014085,False
360664,2019-06-26,112615,ii_112615,Equipment,175,700,0.2034292356873002,False
360664,2019-06-26,133577,ii_133577,Service,172,516,0.14995640802092414,False
360664,2019-06-26,147252,ii_147252,Service,166,996,0.28945074106364427,False
360664,2019-06-26,149216,ii_149216,Other,192,384,0.11159546643417612,False
360664,2019-06-26,156311,ii_156311,Equipment,140,560,0.16274338854984016,False
360664,2019-06-26,172997,ii_172997,Material,171,171,0.04969485614646905,False
360664,2019-06-26,180674,ii_180674,Other,114,114,0.03312990409764603,False
363263,2019-04-26,108933,ii_108933,Other,114,570,0.2583862194016319,True
363263,2019-04-26,121049,ii_121049,Equipment,115,345,0.15639165911151406,True
363263,2019-04-26,126912,ii_126912,Equipment,132,660,0.2991840435176791,True
363263,2019-04-26,145057,ii_145057,Material,135,135,0.06119673617407072,True
363263,2019-04-26,164876,ii_164876,Service,125,250,0.11332728921124206,True
363263,2019-04-26,195874,ii_195874,Equipment,123,246,0.1115140525838622,True
363284,2019-09-21,107763,ii_107763,Other,110,660,0.09629413481178874,False
363284,2019-09-21,128292,ii_128292,Service,134,804,0.11730376422526992,False
363284,2019-09-21,144611,ii_144611,Equipment,172,860,0.12547417566384592,False
363284,2019-09-21,147178,ii_147178,Material,165,825,0.12036766851473592,False
363284,2019-09-21,154557,ii_154557,Material,131,393,0.057338780274292386,False
363284,2019-09-21,170804,ii_170804,Material,195,1560,0.2276043186460461,False
363284,2019-09-21,171334,ii_171334,Material,172,1032,0.1505690107966151,False
363284,2019-09-21,180493,ii_180493,Equipment,144,720,0.1050481470674059,False
365371,2019-05-27,142446,ii_142446,Equipment,182,1092,0.861198738170347,False
365371,2019-05-27,154019,ii_154019,Equipment,176,176,0.138801261829653,False
367288,2019-06-29,104800,ii_104800,Service,103,824,0.29672308246308965,True
367288,2019-06-29,117929,ii_117929,Other,155,620,0.22326251350378107,True
367288,2019-06-29,146906,ii_146906,Service,132,660,0.23766654663305725,True
367288,2019-06-29,178253,ii_178253,Equipment,104,208,0.07490097227223623,True
367288,2019-06-29,182802,ii_182802,Other,155,465,0.1674468851278358,True
368913,2019-02-13,110871,ii_110871,Material,165,165,0.04043126684636118,True
368913,2019-02-13,116641,ii_116641,Material,172,1032,0.2528791962754227,True
368913,2019-02-13,131362,ii_131362,Material,131,393,0.09629992648860573,True
368913,2019-02-13,155308,ii_155308,Material,185,1480,0.3626562117128155,True
368913,2019-02-13,185615,ii_185615,Equipment,143,715,0.1752021563342318,True
368913,2019-02-13,194021,ii_194021,Equipment,138,138,0.03381524136241117,True
368913,2019-02-13,199144,ii_199144,Material,158,158,0.038716000980151925,True
369103,2019-07-16,149586,ii_149586,Material,110,550,0.6723716381418093,False
369103,2019-07-16,157581,ii_157581,Material,134,268,0.3276283618581907,False
369292,2019-09-13,106241,ii_106241,Material,183,1281,0.37076700434153403,False
369292,2019-09-13,107345,ii_107345,Service,120,360,0.10419681620839363,False
369292,2019-09-13,125771,ii_125771,Equipment,194,1358,0.3930535455861071,False
369292,2019-09-13,191895,ii_191895,Material,114,456,0.13198263386396528,False
369378,2019-07-15,108758,ii_108758,Service,177,708,0.1556043956043956,True
369378,2019-07-15,126483,ii_126483,Equipment,165,1155,0.25384615384615383,True
369378,2019-07-15,137032,ii_137032,Other,116,580,0.12747252747252746,True
369378,2019-07-15,177376,ii_177376,Other,127,889,0.19538461538461538,True
369378,2019-07-15,183393,ii_183393,Equipment,194,970,0.21318681318681318,True
369378,2019-07-15,190308,ii_190308,Other,124,248,0.05450549450549451,True
370388,2019-09-12,102035,ii_102035,Service,173,1384,0.24932444604575751,False
370388,2019-09-12,112870,ii_112870,Equipment,102,204,0.03675013511079085,False
370388,2019-09-12,124709,ii_124709,Service,115,460,0.08286795172041074,False
370388,2019-09-12,129808,ii_129808,Equipment,185,925,0.1666366420464781,False
370388,2019-09-12,165619,ii_165619,Material,142,994,0.17906683480453972,False
370388,2019-09-12,181685,ii_181685,Other,200,800,0.14411817690506215,False
370388,2019-09-12,183848,ii_183848,Other,112,784,0.14123581336696092,False
371205,2019-09-16,128266,ii_128266,Service,125,625,0.12398333663955564,True
371205,2019-09-16,134708,ii_134708,Material,161,322,0.06387621503669907,True
371205,2019-09-16,136658,ii_136658,Other,166,1162,0.23050981948026186,True
371205,2019-09-16,140599,ii_140599,Material,168,1176,0.2332870462209879,True
371205,2019-09-16,168830,ii_168830,Other,133,532,0.10553461614758976,True
371205,2019-09-16,191084,ii_191084,Material,153,1224,0.24280896647490577,True
371786,2019-02-10,132552,ii_132552,Equipment,164,164,0.19664268585131894,False
371786,2019-02-10,151075,ii_151075,Service,134,670,0.8033573141486811,False
373241,2019-02-19,116519,ii_116519,Equipment,161,161,0.047619047619047616,False
373241,2019-02-19,118309,ii_118309,Material,126,1008,0.2981366459627329,False
373241,2019-02-19,161678,ii_161678,Service,140,840,0.2484472049689441,False
373241,2019-02-19,196536,ii_196536,Other,196,1372,0.4057971014492754,False
373375,2019-08-24,105522,ii_105522,Equipment,154,1232,0.17406046905905623,False
373375,2019-08-24,129478,ii_129478,Other,146,876,0.12376377507770557,False
373375,2019-08-24,139544,ii_139544,Other,131,393,0.05552415936705284,False
373375,2019-08-24,141924,ii_141924,Other,193,1158,0.16360553828765187,False
373375,2019-08-24,157738,ii_157738,Other,130,650,0.09183385137044363,False
373375,2019-08-24,159579,ii_159579,Service,178,890,0.12574173495337665,False
373375,2019-08-24,180383,ii_180383,Other,179,1432,0.20231703871150042,False
373375,2019-08-24,182015,ii_182015,Service,149,447,0.06315343317321277,False
373470,2019-09-22,111542,ii_111542,Other,131,131,0.05282258064516129,False
373470,2019-09-22,116917,ii_116917,Service,166,332,0.1338709677419355,False
373470,2019-09-22,132455,ii_132455,Service,172,516,0.20806451612903226,False
373470,2019-09-22,132910,ii_132910,Other,169,169,0.06814516129032258,False
373470,2019-09-22,193693,ii_193693,Material,144,432,0.17419354838709677,False
373470,2019-09-22,193726,ii_193726,Equipment,180,900,0.3629032258064516,False
374089,2019-09-30,128859,ii_128859,Equipment,117,117,0.050980392156862744,False
374089,2019-09-30,152319,ii_152319,Other,161,322,0.14030501089324618,False
374089,2019-09-30,156315,ii_156315,Other,151,1208,0.5263616557734205,False
374089,2019-09-30,160942,ii_160942,Service,162,648,0.2823529411764706,False
374733,2019-07-10,101649,ii_101649,Other,126,756,0.22999695771219958,False
374733,2019-07-10,121879,ii_121879,Material,153,153,0.04654700334651658,False
374733,2019-07-10,136516,ii_136516,Material,113,791,0.2406449650136903,False
374733,2019-07-10,150673,ii_150673,Service,114,684,0.20809248554913296,False
374733,2019-07-10,163186,ii_163186,Equipment,149,745,0.22665044113173105,False
374733,2019-07-10,189737,ii_189737,Material,158,158,0.04806814724672954,False
375121,2019-06-11,103236,ii_103236,Service,148,888,0.17024539877300612,False
375121,2019-06-11,147401,ii_147401,Equipment,188,1316,0.2523006134969325,False
375121,2019-06-11,186192,ii_186192,Other,163,1304,0.25,False
375121,2019-06-11,191033,ii_191033,Other,141,1128,0.21625766871165644,False
375121,2019-06-11,199708,ii_199708,Service,116,580,0.1111963190184049,False
376944,2019-05-15,116146,ii_116146,Service,182,1092,0.2540125610607118,False
376944,2019-05-15,148549,ii_148549,Material,168,336,0.07815771109560363,False
376944,2019-05-15,159836,ii_159836,Equipment,109,436,0.10141893463596185,False
376944,2019-05-15,171249,ii_171249,Other,131,655,0.15236101418934636,False
376944,2019-05-15,179904,ii_179904,Material,166,1328,0.3089090486159572,False
376944,2019-05-15,198049,ii_198049,Other,113,452,0.10514073040241917,False
377307,2019-04-12,151535,ii_151535,Equipment,139,556,0.14966352624495288,True
377307,2019-04-12,151916,ii_151916,Material,117,819,0.22045760430686406,True
377307,2019-04-12,174987,ii_174987,Equipment,127,508,0.13674293405114402,True
377307,2019-04-12,190386,ii_190386,Service,156,1248,0.33593539703903097,True
377307,2019-04-12,194584,ii_194584,Material,146,584,0.15720053835800807,True
377572,2019-06-24,107683,ii_107683,Service,195,780,0.19321278176864007,False
377572,2019-06-24,136284,ii_136284,Other,109,654,0.16200148625216745,False
377572,2019-06-24,139346,ii_139346,Other,154,770,0.1907356948228883,False
377572,2019-06-24,146917,ii_146917,Other,146,730,0.1808273470398811,False
377572,2019-06-24,164691,ii_164691,Other,135,135,0.03344067376764925,False
377572,2019-06-24,171957,ii_171957,Equipment,121,968,0.23978201634877383,False
377719,2019-01-25,129849,ii_129849,Equipment,159,159,0.06011342155009452,False
377719,2019-01-25,157233,ii_157233,Equipment,150,150,0.05671077504725898,False
377719,2019-01-25,172149,ii_172149,Material,192,1344,0.5081285444234405,False
377719,2019-01-25,178297,ii_178297,Other,124,992,0.37504725897920604,False
377960,2019-02-22,123242,ii_123242,Equipment,110,550,0.16471997604073077,True
377960,2019-02-22,144902,ii_144902,Service,188,1316,0.3941299790356394,True
377960,2019-02-22,196386,ii_196386,Other,150,900,0.2695417789757412,True
377960,2019-02-22,196707,ii_196707,Service,191,573,0.17160826594788858,True
378408,2019-09-24,130442,ii_130442,Equipment,121,121,0.042801556420233464,False
378408,2019-09-24,160219,ii_160219,Material,126,630,0.2228510788822073,False
